rsi_high,rsi_low,exit_rsi,capital_pct,avg_return,min_return,max_return,std_return,return_2020-2022,return_2022-2024,return_2024-today,trades_2020-2022,trades_2022-2024,trades_2024-today
65,25,45,0.9,1.7306466666666527,1.169649999999994,2.2861500000000086,0.45582576717670037,1.7361399999999558,2.2861500000000086,1.169649999999994,15,24,16
65,25,45,0.8,1.5315366666666863,1.0713699999999953,2.018115000000078,0.3869579700332444,1.5051249999999854,2.018115000000078,1.0713699999999953,15,24,16
60,40,55,0.9,5.067366666666747,1.0358550000000541,13.110955000000047,5.687681389746789,13.110955000000047,1.0552900000001393,1.0358550000000541,50,57,39
70,30,50,0.9,8.357736666666673,0.9983399999999966,14.59185500000004,5.606282250559551,14.59185500000004,9.483014999999986,0.9983399999999966,23,27,15
70,30,50,0.8,7.387274999999964,0.8958949999999313,12.888209999999992,4.945680993777997,12.888209999999992,8.377719999999972,0.8958949999999313,23,27,15
60,40,55,0.8,4.506380000000024,0.8829200000000127,11.64506500000006,5.048005966103538,11.64506500000006,0.9911549999999988,0.8829200000000127,50,57,39
70,25,50,0.9,3.887226666666655,-0.17393000000002212,7.603699999999983,3.184544661793201,7.603699999999983,4.231910000000004,-0.17393000000002212,15,22,13
70,25,50,0.8,3.459121666666629,-0.2198400000000256,6.811969999999899,2.8799711108109047,6.811969999999899,3.7852350000000152,-0.2198400000000256,15,22,13
60,25,45,0.8,1.1846416666667017,-0.3145950000000011,3.4033950000001063,1.6008623895125134,-0.3145950000000011,3.4033950000001063,0.465125,17,28,18
60,25,45,0.9,1.3308400000000304,-0.3163799999999901,3.766470000000001,1.7575757502309677,-0.3163799999999901,3.766470000000001,0.5424300000000803,17,28,18
75,30,50,0.8,2.181929999999969,-0.38692500000006114,6.043369999999937,2.7797188626939566,6.043369999999937,0.8893450000000303,-0.38692500000006114,17,20,14
75,30,50,0.9,2.4034983333333027,-0.5593250000000553,6.769169999999984,3.1520043703447342,6.769169999999984,1.0006499999999796,-0.5593250000000553,17,20,14
70,35,55,0.8,2.494549999999998,-1.1830399999999934,9.32506500000003,4.834650605402306,9.32506500000003,-1.1830399999999934,-0.6583750000000437,25,30,22
70,25,55,0.8,1.7653699999999903,-1.3598900000000285,6.078845000000001,3.15093486283305,6.078845000000001,-1.3598900000000285,0.5771549999999989,15,22,16
70,35,55,0.9,2.7859483333333337,-1.4034700000000302,10.59036500000002,5.523536259457255,10.59036500000002,-1.4034700000000302,-0.8290499999999883,25,30,22
70,40,55,0.8,2.370961666666679,-1.610184999999983,10.124130000000019,5.482982626281576,10.124130000000019,-1.610184999999983,-1.4010599999999978,39,41,26
70,25,55,0.9,1.922731666666645,-1.6257750000000233,6.835739999999976,3.5866147105181994,6.835739999999976,-1.6257750000000233,0.5582299999999814,15,22,16
65,35,45,0.8,0.8088516666667033,-1.6344799999999813,2.610070000000007,1.7913278734425577,2.610070000000007,1.4509650000000838,-1.6344799999999813,23,29,18
70,35,50,0.8,4.11392333333332,-1.6783500000000642,8.961790000000008,4.394850984878688,8.961790000000008,5.058330000000017,-1.6783500000000642,24,29,16
65,40,45,0.8,0.33135166666669336,-1.6968600000000154,1.5913850000000385,1.4481510646012168,1.5913850000000385,1.099530000000057,-1.6968600000000154,27,34,19
65,35,45,0.9,0.8946216666666392,-1.7418300000000744,2.8438799999999755,1.9341423696406104,2.8438799999999755,1.581815000000017,-1.7418300000000744,23,29,18
70,40,50,0.8,3.881530000000009,-1.8280900000000548,8.659445000000037,4.331908990220172,8.659445000000037,4.813235000000044,-1.8280900000000548,33,37,19
70,40,55,0.9,2.6090783333333962,-1.9530049999999175,11.377000000000058,6.201562458478146,11.377000000000058,-1.9530049999999175,-1.5967599999999513,39,41,26
70,35,50,0.9,4.5904316666666665,-2.0413750000000728,10.166170000000042,5.0393451277759675,10.166170000000042,5.646500000000029,-2.0413750000000728,24,29,16
65,40,45,0.9,0.27054666666667143,-2.054615000000005,1.7675750000000408,1.6666608757949508,1.7675750000000408,1.0986799999999786,-2.054615000000005,27,34,19
70,40,50,0.9,4.363846666666655,-2.1404750000000496,9.843185000000027,4.945703177109654,9.843185000000027,5.388829999999987,-2.1404750000000496,33,37,19
75,30,45,0.8,-0.24620166666664592,-2.178919999999955,2.906459999999992,2.248179817616641,2.906459999999992,-1.466144999999975,-2.178919999999955,16,18,13
60,35,45,0.8,0.42584000000000605,-2.2090800000000166,2.7418850000000092,2.0337608114074563,0.7447150000000257,2.7418850000000092,-2.2090800000000166,25,33,20
60,40,45,0.8,-0.01468833333327583,-2.3021299999999463,2.519155000000086,1.97597783368276,-0.2610899999999674,2.519155000000086,-2.3021299999999463,29,38,21
60,35,45,0.9,0.5108616666666834,-2.418430000000022,3.1218600000001024,2.272984279980639,0.8291549999999698,3.1218600000001024,-2.418430000000022,25,33,20
75,30,45,0.9,-0.35441833333332023,-2.522219999999972,3.1528199999999633,2.5029432925268975,3.1528199999999633,-1.6938549999999521,-2.522219999999972,16,18,13
60,40,45,0.9,-0.08665833333329154,-2.700815000000002,2.788045000000071,2.2483785934214207,-0.34720499999994353,2.788045000000071,-2.700815000000002,29,38,21
75,35,50,0.8,-0.9106500000000087,-2.9275350000000615,2.361289999999979,2.334422092642343,2.361289999999979,-2.1657049999999436,-2.9275350000000615,18,22,15
70,30,45,0.8,2.6484183333333062,-2.9613800000000046,7.83119499999992,4.416384600591147,7.83119499999992,3.075440000000002,-2.9613800000000046,21,24,13
75,40,50,0.8,-1.169970000000035,-3.1398300000000456,2.057640000000014,2.300706398348158,2.057640000000014,-2.4277200000000736,-3.1398300000000456,27,30,18
70,30,45,0.9,2.931331666666704,-3.368019999999931,8.832719999999972,4.988873971008405,8.832719999999972,3.329295000000071,-3.368019999999931,21,24,13
75,25,50,0.8,-1.5601800000000123,-3.449324999999982,0.2734099999999744,1.5203078062407664,0.2734099999999744,-3.449324999999982,-1.504625000000029,9,15,12
75,35,50,0.9,-1.1254166666666763,-3.4962550000000334,2.655290000000008,2.701995930142315,2.655290000000008,-2.5352850000000036,-3.4962550000000334,18,22,15
75,40,50,0.9,-1.3705466666666617,-3.6581700000000708,2.3491850000000847,2.6533349119939365,2.3491850000000847,-2.802654999999999,-3.6581700000000708,27,30,18
70,25,45,0.8,-0.3085066666666679,-3.8126700000000415,3.1735749999999534,2.8521653177902477,3.1735749999999534,-0.2864249999999156,-3.8126700000000415,14,20,11
75,25,50,0.9,-1.7743233333333626,-3.906410000000032,0.31900499999997556,1.7252361455480716,0.31900499999997556,-3.906410000000032,-1.7355650000000316,9,15,12
70,25,45,0.9,-0.37730333333331023,-4.327759999999995,3.5512599999999805,3.216633698825864,3.5512599999999805,-0.3554099999999162,-4.327759999999995,14,20,11
75,25,45,0.8,-3.125403333333336,-4.657114999999991,-1.588784999999989,1.252645281995489,-1.588784999999989,-4.657114999999991,-3.1303100000000272,9,14,11
75,30,55,0.8,-0.2285133333332976,-5.025984999999928,5.884764999999955,4.550430512867811,5.884764999999955,-5.025984999999928,-1.5443199999999198,18,21,18
75,25,45,0.9,-3.4919933333333657,-5.24260500000004,-1.8040900000000255,1.4044680137827652,-1.8040900000000255,-5.24260500000004,-3.4292850000000326,9,14,11
75,35,45,0.8,-3.8442083333333237,-5.663799999999989,-0.6224100000000036,2.2845190500494517,-0.6224100000000036,-5.246414999999979,-5.663799999999989,17,19,13
75,30,55,0.9,-0.2567549999999854,-5.712034999999974,6.6245449999999835,5.136337949966539,6.6245449999999835,-5.712034999999974,-1.6827749999999653,18,21,18
75,40,45,0.8,-4.305248333333313,-5.806574999999983,-1.5890999999999476,1.924165205183529,-1.5890999999999476,-5.520070000000007,-5.806574999999983,21,24,14
75,35,45,0.9,-4.302520000000019,-6.326095000000088,-0.6924900000000198,2.5589067879695584,-0.6924900000000198,-5.888974999999948,-6.326095000000088,17,19,13
70,35,45,0.8,-1.0344566666666506,-6.471430000000023,4.232065000000061,4.371345455101802,4.232065000000061,-0.8640049999999901,-6.471430000000023,22,25,13
70,40,45,0.8,-1.531359999999986,-6.554979999999981,3.1775199999999457,3.979504576635947,3.1775199999999457,-1.2166199999999228,-6.554979999999981,26,30,14
75,40,45,0.9,-4.867654999999999,-6.574000000000058,-1.7610049999999755,2.20028343435948,-1.7610049999999755,-6.267959999999963,-6.574000000000058,21,24,14
70,35,45,0.9,-1.1131583333333837,-7.113815000000104,4.795959999999992,4.862576106517264,4.795959999999992,-1.021620000000039,-7.113815000000104,22,25,13
70,40,45,0.9,-1.71587,-7.415865000000063,3.574850000000006,4.496263898840564,3.574850000000006,-1.3065949999999429,-7.415865000000063,26,30,14
75,35,55,0.8,-2.5734949999999954,-7.4343650000000485,3.2207100000000795,4.399696313805891,3.2207100000000795,-7.4343650000000485,-3.5068300000000163,19,23,20
75,25,55,0.8,-3.3076450000000186,-7.654935000000056,0.11530999999999768,3.2388241934561415,0.11530999999999768,-7.654935000000056,-2.3833099999999976,9,15,14
75,40,55,0.8,-2.713438333333324,-7.822364999999991,3.9351050000000103,4.921879032133517,3.9351050000000103,-7.822364999999991,-4.253054999999993,33,34,24
75,35,55,0.9,-2.9493783333333266,-8.371114999999932,3.6057249999999916,4.9547663313374635,3.6057249999999916,-8.371114999999932,-4.082745000000039,19,23,20
75,25,55,0.9,-3.74981666666667,-8.587204999999928,0.10855499999999302,3.61689698679295,0.10855499999999302,-8.587204999999928,-2.7708000000000754,9,15,14
75,40,55,0.9,-3.139161666666638,-8.870914999999979,4.373790000000037,5.551879757419009,4.373790000000037,-8.870914999999979,-4.920359999999971,33,34,24
